Source,Territory Level and Typology,Indicator,Gender,Position,Region,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"OECD, Regional Demography",Large regions (TL2),Population density (pop. per km2),Both Sex,All regions,California,78.47,79.27,80.42,81.67,82.93,84.14,85.36,86.33,87.27,88.07,88.70,89.18,89.74,90.62,91.50,92.39,93.18,93.95,94.72,95.55,96.35,96.96,97.44,97.69,97.82
